season,game_number,date,start_time,opponent,tournament,venue,result,unc_score,opponent_score,attendance
2016-17,22,Jan 26(Thu),8:00 PM,Virginia Tech,,Dean E. Smith Center,"W, 91-72",91,72,20113.0
2016-17,23,Jan 28(Sat),1:00 PM,Miami,,Watsco Center,"L, 62-77",62,77,7563.0
2016-17,24,Jan 31(Tue),7:00 PM,Pittsburgh,,Dean E. Smith Center,"W, 80-78",80,78,18438.0
2016-17,25,Feb 5(Sun),1:00 PM,Notre Dame,,Greensboro Coliseum,"W, 83-76",83,76,17051.0
2016-17,26,Feb 9(Thu),8:00 PM,Duke,,Cameron Indoor Stadium,"L, 78-86",78,86,9314.0
2016-17,27,Feb 15(Wed),8:00 PM,NC State,,Lenovo Center,"W, 97-73",97,73,19500.0
2016-17,28,Feb 18(Sat),8:20 PM,Virginia,,Dean E. Smith Center,"W, 65-41",65,41,21750.0
2016-17,29,Feb 22(Wed),9:00 PM,Louisville,,Dean E. Smith Center,"W, 74-63",74,63,21269.0
2016-17,30,Feb 25(Sat),12:00 PM,Pittsburgh,,Petersen Events Center,"W, 85-67",85,67,10704.0
2016-17,31,Feb 27(Mon),7:00 PM,Virginia,,John Paul Jones Arena,"L, 43-53",43,53,14001.0
2016-17,32,Mar 4(Sat),8:20 PM,Duke,,Dean E. Smith Center,"W, 90-83",90,83,21750.0
2016-17,33,Mar 9(Thu),12:00 PM,Miami,ACC Tournament,Barclays Center,"W, 78-53",78,53,17732.0
2016-17,34,Mar 10(Fri),7:00 PM,Duke,ACC Tournament,Barclays Center,"L, 83-93",83,93,18109.0
2016-17,35,Mar 17(Fri),4:00 PM,Texas Southern,NCAA Tournament,Bon Secours Wellness Arena,"W, 103-64",103,64,14179.0
2016-17,36,Mar 19(Sun),6:10 PM,Arkansas,NCAA Tournament,Bon Secours Wellness Arena,"W, 72-65",72,65,
2016-17,37,Mar 24(Fri),7:09 PM,Butler,NCAA Tournament,FedExForum,"W, 92-80",92,80,
2016-17,38,Mar 26(Sun),5:05 PM,Kentucky,NCAA Tournament,FedExForum,"W, 75-73",75,73,16412.0
2016-17,39,Apr 1(Sat),8:49 PM,Oregon,NCAA Tournament,State Farm Stadium,"W, 77-76",77,76,77612.0
2016-17,40,Apr 3(Mon),9:20 PM,Gonzaga,NCAA Tournament,State Farm Stadium,"W, 71-65",71,65,76168.0
2017-18,1,Nov 10(Fri),7:00 PM,Northern Iowa,,Dean E. Smith Center,"W, 86-69",86,69,18926.0
2017-18,2,Nov 15(Wed),8:00 PM,Bucknell,PK Invitational,Dean E. Smith Center,"W, 93-81",93,81,13941.0
2017-18,3,Nov 20(Mon),11:30 PM,Stanford,,Maples Pavilion,"W, 96-72",96,72,7233.0
2017-18,4,Nov 23(Thu),2:30 PM,Portland,PK Invitational,Veterans Memorial Coliseum,"W, 102-78",102,78,
2017-18,5,Nov 24(Fri),3:30 PM,Arkansas,PK Invitational,Veterans Memorial Coliseum,"W, 87-68",87,68,
2017-18,6,Nov 26(Sun),8:30 PM,Michigan State,PK Invitational,Moda Center,"L, 45-63",45,63,
2017-18,7,Nov 29(Wed),7:30 PM,Michigan,ACC/Big Ten Challenge,Dean E. Smith Center,"W, 86-71",86,71,19036.0
2017-18,8,Dec 1(Fri),8:00 PM,Davidson,,Spectrum Center,"W, 85-75",85,75,11395.0
2017-18,9,Dec 3(Sun),2:00 PM,Tulane,,Dean E. Smith Center,"W, 97-73",97,73,14402.0
2017-18,10,Dec 6(Wed),7:00 PM,Western Carolina,,Dean E. Smith Center,"W, 104-61",104,61,12720.0
2017-18,11,Dec 17(Sun),3:00 PM,Tennessee,,Thompson-Boling Arena,"W, 78-73",78,73,21678.0
2017-18,12,Dec 20(Wed),9:00 PM,Wofford,,Dean E. Smith Center,"L, 75-79",75,79,16017.0
2017-18,13,Dec 23(Sat),1:30 PM,Ohio State,CBS Sports Classic,Smoothie King Center,"W, 86-72",86,72,8119.0
2017-18,14,Dec 30(Sat),12:00 PM,Wake Forest,,Dean E. Smith Center,"W, 73-69",73,69,19578.0
2017-18,15,Jan 3(Wed),7:00 PM,Florida State,,Donald L. Tucker Civic Center,"L, 80-81",80,81,8931.0
2017-18,16,Jan 6(Sat),1:00 PM,Virginia,,John Paul Jones Arena,"L, 49-61",49,61,14401.0
2017-18,17,Jan 9(Tue),8:00 PM,Boston College,,Dean E. Smith Center,"W, 96-66",96,66,17104.0
2017-18,18,Jan 13(Sat),6:00 PM,Notre Dame,,Purcell Pavilion,"W, 69-68",69,68,9149.0
2017-18,19,Jan 16(Tue),7:00 PM,Clemson,,Dean E. Smith Center,"W, 87-79",87,79,20155.0
2017-18,20,Jan 20(Sat),2:00 PM,Georgia Tech,,Dean E. Smith Center,"W, 80-66",80,66,20334.0
2017-18,21,Jan 22(Mon),7:00 PM,Virginia Tech,,Cassell Coliseum,"L, 69-80",69,80,9275.0
2017-18,22,Jan 27(Sat),12:00 PM,NC State,,Dean E. Smith Center,"L, 91-95",91,95,21750.0
2017-18,23,Jan 30(Tue),7:00 PM,Clemson,,Littlejohn Coliseum,"L, 78-82",78,82,9000.0
2017-18,24,Feb 3(Sat),8:00 PM,Pittsburgh,,Dean E. Smith Center,"W, 96-65",96,65,20381.0
2017-18,25,Feb 8(Thu),8:00 PM,Duke,,Dean E. Smith Center,"W, 82-78",82,78,21750.0
2017-18,26,Feb 10(Sat),2:00 PM,NC State,,Lenovo Center,"W, 96-89",96,89,19500.0
2017-18,27,Feb 12(Mon),7:00 PM,Notre Dame,,Dean E. Smith Center,"W, 83-66",83,66,19336.0
2017-18,28,Feb 17(Sat),8:15 PM,Louisville,,KFC Yum! Center,"W, 93-76",93,76,21210.0
2017-18,29,Feb 21(Wed),7:00 PM,Syracuse,,JMA Wireless Dome,"W, 78-74",78,74,27165.0
2017-18,30,Feb 27(Tue),9:00 PM,Miami,,Dean E. Smith Center,"L, 88-91",88,91,20251.0
2017-18,31,Mar 3(Sat),8:15 PM,Duke,,Cameron Indoor Stadium,"L, 64-74",64,74,9314.0
2017-18,32,Mar 7(Wed),9:00 PM,Syracuse,ACC Tournament,Barclays Center,"W, 78-59",78,59,17732.0
2017-18,33,Mar 8(Thu),9:00 PM,Miami,ACC Tournament,Barclays Center,"W, 82-65",82,65,17732.0
2017-18,34,Mar 9(Fri),9:00 PM,Duke,ACC Tournament,Barclays Center,"W, 74-69",74,69,18157.0
2017-18,35,Mar 10(Sat),8:30 PM,Virginia,ACC Tournament,Barclays Center,"L, 63-71",63,71,18157.0
2017-18,36,Mar 16(Fri),2:45 PM,Lipscomb,NCAA Tournament,Spectrum Center,"W, 84-66",84,66,18489.0
2017-18,37,Mar 18(Sun),5:15 PM,Texas A&M,NCAA Tournament,Spectrum Center,"L, 65-86",65,86,
2018-19,1,Nov 6(Tue),7:00 PM,Wofford,,Jerry Richardson Indoor Stadium,"W, 78-67",78,67,3400.0
2018-19,2,Nov 9(Fri),7:00 PM,Elon,,Schar Center,"W, 116-67",116,67,5245.0
2018-19,3,Nov 12(Mon),7:00 PM,Stanford,,Dean E. Smith Center,"W, 90-72",90,72,19647.0
2018-19,4,Nov 16(Fri),7:00 PM,Tennessee Tech,Las Vegas Invitational,Dean E. Smith Center,"W, 108-58",108,58,20816.0
2018-19,5,Nov 19(Mon),8:00 PM,Saint Francis,Las Vegas Invitational,Dean E. Smith Center,"W, 101-76",101,76,20547.0
2018-19,6,Nov 22(Thu),7:30 PM,Texas,Las Vegas Invitational,Orleans Arena,"L, 89-92",89,92,7489.0
2018-19,7,Nov 23(Fri),4:00 PM,UCLA,Las Vegas Invitational,Orleans Arena,"W, 94-78",94,78,
2018-19,8,Nov 28(Wed),9:30 PM,Michigan,ACC/Big Ten Challenge,Crisler Center,"L, 67-84",67,84,12707.0
2018-19,9,Dec 5(Wed),9:00 PM,UNC Wilmington,,Dean E. Smith Center,"W, 97-69",97,69,20083.0
2018-19,10,Dec 15(Sat),7:00 PM,Gonzaga,,Dean E. Smith Center,"W, 103-90",103,90,21750.0
2018-19,11,Dec 22(Sat),5:15 PM,Kentucky,CBS Sports Classic,United Center,"L, 72-80",72,80,15124.0
2018-19,12,Dec 29(Sat),12:00 PM,Davidson,,Dean E. Smith Center,"W, 82-60",82,60,21486.0
2018-19,13,Jan 2(Wed),7:00 PM,Harvard,,Dean E. Smith Center,"W, 77-57",77,57,21329.0
2018-19,14,Jan 5(Sat),12:00 PM,Pittsburgh,,Petersen Events Center,"W, 85-60",85,60,12508.0
2018-19,15,Jan 8(Tue),9:00 PM,NC State,,Lenovo Center,"W, 90-82",90,82,19500.0
2018-19,16,Jan 12(Sat),12:00 PM,Louisville,,Dean E. Smith Center,"L, 62-83",62,83,21243.0
2018-19,17,Jan 15(Tue),9:00 PM,Notre Dame,,Dean E. Smith Center,"W, 75-69",75,69,20475.0
2018-19,18,Jan 19(Sat),12:00 PM,Miami,,Watsco Center,"W, 85-76",85,76,7131.0
2018-19,19,Jan 21(Mon),7:00 PM,Virginia Tech,,Dean E. Smith Center,"W, 103-82",103,82,21148.0
2018-19,20,Jan 29(Tue),7:00 PM,Georgia Tech,,McCamish Pavilion,"W, 77-54",77,54,8600.0
2018-19,21,Feb 2(Sat),2:00 PM,Louisville,,KFC Yum! Center,"W, 79-69",79,69,19985.0
2018-19,22,Feb 5(Tue),8:00 PM,NC State,,Dean E. Smith Center,"W, 113-96",113,96,21124.0
2018-19,23,Feb 9(Sat),12:00 PM,Miami,,Dean E. Smith Center,"W, 88-85",88,85,21383.0
2018-19,24,Feb 11(Mon),7:00 PM,Virginia,,Dean E. Smith Center,"L, 61-69",61,69,
2018-19,25,Feb 16(Sat),12:00 PM,Wake Forest,,Lawrence Joel Veterans Memorial Coliseum,"W, 95-57",95,57,14352.0
2018-19,26,Feb 20(Wed),9:00 PM,Duke,,Cameron Indoor Stadium,"W, 88-72",88,72,9314.0
2018-19,27,Feb 23(Sat),3:45 PM,Florida State,,Dean E. Smith Center,"W, 77-59",77,59,21520.0
2018-19,28,Feb 26(Tue),9:00 PM,Syracuse,,Dean E. Smith Center,"W, 93-85",93,85,21135.0
2018-19,29,Mar 2(Sat),6:00 PM,Clemson,,Littlejohn Coliseum,"W, 81-79",81,79,9248.0
2018-19,30,Mar 5(Tue),8:00 PM,Boston College,,Conte Forum,"W, 79-66",79,66,7731.0
2018-19,31,Mar 9(Sat),6:00 PM,Duke,,Dean E. Smith Center,"W, 79-70",79,70,21750.0
2018-19,32,Mar 14(Thu),7:00 PM,Louisville,ACC Tournament,Spectrum Center,"W, 83-70",83,70,19691.0
2018-19,33,Mar 15(Fri),9:20 PM,Duke,ACC Tournament,Spectrum Center,"L, 73-74",73,74,20116.0
2018-19,34,Mar 22(Fri),9:20 PM,Iona,NCAA Tournament,Schottenstein Center,"W, 88-73",88,73,19426.0
2018-19,35,Mar 24(Sun),2:40 PM,Washington,NCAA Tournament,Schottenstein Center,"W, 81-59",81,59,19610.0
2018-19,36,Mar 29(Fri),7:29 PM,Auburn,NCAA Tournament,T-Mobile Center,"L, 80-97",80,97,
2019-20,1,Nov 6(Wed),7:00 PM,Notre Dame,,Dean E. Smith Center,"W, 76-65",76,65,21750.0
2019-20,2,Nov 8(Fri),7:00 PM,UNC Wilmington,,Trask Coliseum,"W, 78-62",78,62,5100.0
2019-20,3,Nov 15(Fri),9:00 PM,Gardner-Webb,,Dean E. Smith Center,"W, 77-61",77,61,20374.0
2019-20,4,Nov 20(Wed),8:30 PM,Elon,Battle 4 Atlantis,Dean E. Smith Center,"W, 75-61",75,61,20251.0
2019-20,5,Nov 27(Wed),2:30 PM,Alabama,Battle 4 Atlantis,Imperial Arena,"W, 76-67",76,67,1405.0
2019-20,6,Nov 28(Thu),1:30 PM,Michigan,Battle 4 Atlantis,Imperial Arena,"L, 64-73",64,73,1828.0
2019-20,7,Nov 29(Fri),11:30 AM,Oregon,Battle 4 Atlantis,Imperial Arena,"W, 78-74",78,74,2110.0
2019-20,8,Dec 4(Wed),9:30 PM,Ohio State,ACC/Big Ten Challenge,Dean E. Smith Center,"L, 49-74",49,74,21115.0
2019-20,9,Dec 8(Sun),4:00 PM,Virginia,,John Paul Jones Arena,"L, 47-56",47,56,14629.0
2019-20,10,Dec 15(Sun),4:00 PM,Wofford,,Carmichael Arena,"L, 64-68",64,68,6272.0
2019-20,11,Dec 18(Wed),9:00 PM,Gonzaga,,McCarthey Athletic Center,"L, 81-94",81,94,6000.0
2019-20,12,Dec 21(Sat),3:00 PM,UCLA,CBS Sports Classic,T-Mobile Arena,"W, 74-64",74,64,
2019-20,13,Dec 30(Mon),7:00 PM,Yale,,Dean E. Smith Center,"W, 70-67",70,67,20765.0
2019-20,14,Jan 4(Sat),6:00 PM,Georgia Tech,,Dean E. Smith Center,"L, 83-96",83,96,21099.0
2019-20,15,Jan 8(Wed),7:00 PM,Pittsburgh,,Dean E. Smith Center,"L, 65-73",65,73,20798.0
2019-20,16,Jan 11(Sat),4:30 PM,Clemson,,Dean E. Smith Center,"L, 76-79",76,79,21077.0
2019-20,17,Jan 18(Sat),12:00 PM,Pittsburgh,,Petersen Events Center,"L, 52-66",52,66,12376.0
2019-20,18,Jan 22(Wed),8:00 PM,Virginia Tech,,Cassell Coliseum,"L, 77-79",77,79,9275.0
2019-20,19,Jan 25(Sat),12:00 PM,Miami,,Dean E. Smith Center,"W, 94-71",94,71,21125.0
2019-20,20,Jan 27(Mon),7:00 PM,NC State,,Lenovo Center,"W, 75-65",75,65,19533.0
2019-20,21,Feb 1(Sat),6:00 PM,Boston College,,Dean E. Smith Center,"L, 70-71",70,71,21492.0
2019-20,22,Feb 3(Mon),7:00 PM,Florida State,,Donald L. Tucker Civic Center,"L, 59-65",59,65,10015.0
2019-20,23,Feb 8(Sat),6:00 PM,Duke,,Dean E. Smith Center,"L, 96-98",96,98,21500.0
2019-20,24,Feb 11(Tue),8:00 PM,Wake Forest,,Lawrence Joel Veterans Memorial Coliseum,"L, 57-74",57,74,10894.0
2019-20,25,Feb 15(Sat),8:00 PM,Virginia,,Dean E. Smith Center,"L, 62-64",62,64,21308.0
2019-20,26,Feb 17(Mon),7:00 PM,Notre Dame,,Purcell Pavilion,"L, 76-77",76,77,8150.0
2019-20,27,Feb 22(Sat),4:00 PM,Louisville,,KFC Yum! Center,"L, 55-72",55,72,21079.0
2019-20,28,Feb 25(Tue),9:00 PM,NC State,,Dean E. Smith Center,"W, 85-79",85,79,21338.0
2019-20,29,Feb 29(Sat),4:00 PM,Syracuse,,JMA Wireless Dome,"W, 92-79",92,79,29312.0
2019-20,30,Mar 3(Tue),7:00 PM,Wake Forest,,Dean E. Smith Center,"W, 93-83",93,83,21280.0
2019-20,31,Mar 7(Sat),6:00 PM,Duke,,Cameron Indoor Stadium,"L, 76-89",76,89,9314.0
2019-20,32,Mar 10(Tue),7:00 PM,Virginia Tech,ACC Tournament,Greensboro Coliseum,"W, 78-56",78,56,13310.0
2019-20,33,Mar 11(Wed),9:20 PM,Syracuse,ACC Tournament,Greensboro Coliseum,"L, 53-81",53,81,20809.0
2020-21,1,Nov 25(Wed),6:00 PM,College of Charleston,,Dean E. Smith Center,"W, 79-60",79,60,
2020-21,2,Nov 30(Mon),7:00 PM,Nevada-Las Vegas,Maui Invitational,Harrah's Cherokee Center,"W, 78-51",78,51,
2020-21,3,Dec 1(Tue),4:00 PM,Stanford,Maui Invitational,Harrah's Cherokee Center,"W, 67-63",67,63,
2020-21,4,Dec 2(Wed),4:00 PM,Texas,Maui Invitational,Harrah's Cherokee Center,"L, 67-69",67,69,
2020-21,5,Dec 8(Tue),7:30 PM,Iowa,ACC/Big Ten Challenge,Carver-Hawkeye Arena,"L, 80-93",80,93,583.0
2020-21,6,Dec 12(Sat),2:00 PM,NC Central,,Dean E. Smith Center,"W, 73-67",73,67,
2020-21,7,Dec 19(Sat),2:00 PM,Kentucky,CBS Sports Classic,Rocket Mortgage FieldHouse,"W, 75-63",75,63,
2020-21,8,Dec 22(Tue),7:00 PM,NC State,,Lenovo Center,"L, 76-79",76,79,
2020-21,9,Dec 30(Wed),8:00 PM,Georgia Tech,,McCamish Pavilion,"L, 67-72",67,72,1200.0
2020-21,10,Jan 2(Sat),4:00 PM,Notre Dame,,Dean E. Smith Center,"W, 66-65",66,65,
2020-21,11,Jan 5(Tue),8:00 PM,Miami,,Watsco Center,"W, 67-65",67,65,
2020-21,12,Jan 12(Tue),9:00 PM,Syracuse,,Dean E. Smith Center,"W, 81-75",81,75,
2020-21,13,Jan 16(Sat),12:00 PM,Florida State,,Donald L. Tucker Civic Center,"L, 75-82",75,82,2850.0
2020-21,14,Jan 20(Wed),7:00 PM,Wake Forest,,Dean E. Smith Center,"W, 80-73",80,73,
2020-21,15,Jan 23(Sat),2:00 PM,NC State,,Dean E. Smith Center,"W, 86-76",86,76,
2020-21,16,Jan 26(Tue),7:00 PM,Pittsburgh,,Petersen Events Center,"W, 75-65",75,65,500.0
2020-21,17,Feb 2(Tue),7:00 PM,Clemson,,Littlejohn Coliseum,"L, 50-63",50,63,1876.0
2020-21,18,Feb 6(Sat),6:00 PM,Duke,,Cameron Indoor Stadium,"W, 91-87",91,87,
2020-21,19,Feb 13(Sat),6:00 PM,Virginia,,John Paul Jones Arena,"L, 48-60",48,60,250.0
2020-21,20,Feb 17(Wed),7:00 PM,Northeastern,,Dean E. Smith Center,"W, 82-62",82,62,
2020-21,21,Feb 20(Sat),6:00 PM,Louisville,,Dean E. Smith Center,"W, 99-54",99,54,
2020-21,22,Feb 24(Wed),7:00 PM,Marquette,,Dean E. Smith Center,"L, 70-83",70,83,
2020-21,23,Feb 27(Sat),4:00 PM,Florida State,,Dean E. Smith Center,"W, 78-70",78,70,3263.0
2020-21,24,Mar 1(Mon),7:00 PM,Syracuse,,JMA Wireless Dome,"L, 70-72",70,72,
2020-21,25,Mar 6(Sat),6:00 PM,Duke,,Dean E. Smith Center,"W, 91-73",91,73,3263.0
2020-21,26,Mar 10(Wed),8:30 PM,Notre Dame,ACC Tournament,Greensboro Coliseum,"W, 101-59",101,59,2820.0
2020-21,27,Mar 11(Thu),8:30 PM,Virginia Tech,ACC Tournament,Greensboro Coliseum,"W, 81-73",81,73,2820.0
2020-21,28,Mar 12(Fri),8:30 PM,Florida State,ACC Tournament,Greensboro Coliseum,"L, 66-69",66,69,2820.0
2020-21,29,Mar 19(Fri),7:10 PM,Wisconsin,NCAA Tournament,Mackey Arena,"L, 62-85",62,85,
2021-22,1,Nov 9(Tue),7:00 PM,Loyola Marymount,,Dean E. Smith Center,"W, 83-67",83,67,14992.0
2021-22,2,Nov 12(Fri),9:00 PM,Brown,,Dean E. Smith Center,"W, 94-87",94,87,16854.0
2021-22,3,Nov 16(Tue),8:30 PM,College of Charleston,,TD Arena,"W, 94-83",94,83,5203.0
2021-22,4,Nov 20(Sat),4:00 PM,Purdue,Hall of Fame Tipoff Tournament,Mohegan Sun Arena,"L, 84-93",84,93,9176.0
2021-22,5,Nov 21(Sun),3:30 PM,Tennessee,Hall of Fame Tipoff Tournament,Mohegan Sun Arena,"L, 72-89",72,89,9100.0
2021-22,6,Nov 23(Tue),7:00 PM,UNC Asheville,,Dean E. Smith Center,"W, 72-53",72,53,15710.0
2021-22,7,Dec 1(Wed),9:15 PM,Michigan,ACC/Big Ten Challenge,Dean E. Smith Center,"W, 72-51",72,51,19938.0
2021-22,8,Dec 5(Sun),3:00 PM,Georgia Tech,,McCamish Pavilion,"W, 79-62",79,62,6217.0
2021-22,9,Dec 11(Sat),8:00 PM,Elon,,Dean E. Smith Center,"W, 80-63",80,63,16607.0
2021-22,10,Dec 14(Tue),7:00 PM,Furman,,Dean E. Smith Center,"W, 74-61",74,61,14342.0
2021-22,11,Dec 18(Sat),5:30 PM,Kentucky,CBS Sports Classic,T-Mobile Arena,"L, 69-98",69,98,12117.0
2021-22,12,Dec 21(Tue),7:00 PM,Appalachian State,,Dean E. Smith Center,"W, 70-50",70,50,19386.0
2021-22,13,Jan 2(Sun),1:00 PM,Boston College,,Conte Forum,"W, 91-65",91,65,5516.0
2021-22,14,Jan 5(Wed),9:00 PM,Notre Dame,,Purcell Pavilion,"L, 73-78",73,78,6259.0
2021-22,15,Jan 8(Sat),1:00 PM,Virginia,,Dean E. Smith Center,"W, 74-58",74,58,20638.0
2021-22,16,Jan 15(Sat),8:00 PM,Georgia Tech,,Dean E. Smith Center,"W, 88-65",88,65,18568.0
2021-22,17,Jan 18(Tue),7:00 PM,Miami,,Watsco Center,"L, 57-85",57,85,5979.0
2021-22,18,Jan 22(Sat),8:00 PM,Wake Forest,,Lawrence Joel Veterans Memorial Coliseum,"L, 76-98",76,98,11898.0
2021-22,19,Jan 24(Mon),8:00 PM,Virginia Tech,,Dean E. Smith Center,"W, 78-68",78,68,19357.0
2021-22,20,Jan 26(Wed),7:00 PM,Boston College,,Dean E. Smith Center,"W, 58-47",58,47,17237.0
2021-22,21,Jan 29(Sat),2:00 PM,NC State,,Dean E. Smith Center,"W, 100-80",100,80,21750.0
2021-22,22,Feb 1(Tue),8:00 PM,Louisville,,KFC Yum! Center,"W, 90-83",90,83,13386.0
2021-22,23,Feb 5(Sat),6:00 PM,Duke,,Dean E. Smith Center,"L, 67-87",67,87,21750.0
2021-22,24,Feb 8(Tue),6:00 PM,Clemson,,Littlejohn Coliseum,"W, 79-77",79,77,7470.0
2021-22,25,Feb 12(Sat),2:00 PM,Florida State,,Dean E. Smith Center,"W, 94-74",94,74,20348.0
2021-22,26,Feb 16(Wed),8:00 PM,Pittsburgh,,Dean E. Smith Center,"L, 67-76",67,76,17270.0
2021-22,27,Feb 19(Sat),4:00 PM,Virginia Tech,,Cassell Coliseum,"W, 65-57",65,57,9825.0
2021-22,28,Feb 21(Mon),7:00 PM,Louisville,,Dean E. Smith Center,"W, 70-63",70,63,18618.0
2021-22,29,Feb 26(Sat),2:00 PM,NC State,,Lenovo Center,"W, 84-74",84,74,16704.0
2021-22,30,Feb 28(Mon),7:00 PM,Syracuse,,Dean E. Smith Center,"W, 88-79",88,79,21750.0
2021-22,31,Mar 5(Sat),6:00 PM,Duke,,Cameron Indoor Stadium,"W, 94-81",94,81,9314.0
2021-22,32,Mar 10(Thu),9:30 PM,Virginia,ACC Tournament,Barclays Center,"W, 63-43",63,43,
2021-22,33,Mar 11(Fri),9:30 PM,Virginia Tech,ACC Tournament,Barclays Center,"L, 59-72",59,72,15994.0
2021-22,34,Mar 17(Thu),4:30 PM,Marquette,NCAA Tournament,Dickies Arena,"W, 95-63",95,63,12964.0
2021-22,35,Mar 19(Sat),12:10 PM,Baylor,NCAA Tournament,Dickies Arena,"W, 93-86",93,86,
2021-22,36,Mar 25(Fri),9:30 PM,UCLA,NCAA Tournament,Wells Fargo Center,"W, 73-66",73,66,20136.0
2021-22,37,Mar 27(Sun),5:05 PM,Saint Peter's,NCAA Tournament,Wells Fargo Center,"W, 69-49",69,49,20235.0
2021-22,38,Apr 2(Sat),8:49 PM,Duke,NCAA Tournament,Caesars Superdome,"W, 81-77",81,77,70602.0
2021-22,39,Apr 4(Mon),9:20 PM,Kansas,NCAA Tournament,Caesars Superdome,"L, 69-72",69,72,69423.0
2022-23,1,Nov 7(Mon),9:00 PM,UNC Wilmington,,Dean E. Smith Center,"W, 69-56",69,56,19744.0
2022-23,2,Nov 11(Fri),7:00 PM,College of Charleston,,Dean E. Smith Center,"W, 102-86",102,86,17892.0
2022-23,3,Nov 15(Tue),8:00 PM,Gardner-Webb,,Dean E. Smith Center,"W, 72-66",72,66,17200.0
2022-23,4,Nov 20(Sun),12:00 PM,James Madison,,Dean E. Smith Center,"W, 80-64",80,64,19942.0
2022-23,5,Nov 24(Thu),1:00 PM,Portland,PK Invitational,Moda Center,"W, 89-81",89,81,
2022-23,6,Nov 25(Fri),5:30 PM,Iowa State,PK Invitational,Veterans Memorial Coliseum,"L, 65-70",65,70,4431.0
2022-23,7,Nov 27(Sun),3:30 PM,Alabama,PK Invitational,Veterans Memorial Coliseum,"L, 101-103",101,103,1921.0
2022-23,8,Nov 30(Wed),9:15 PM,Indiana,ACC/Big Ten Challenge,Simon Skjodt Assembly Hall,"L, 65-77",65,77,17222.0
2022-23,9,Dec 4(Sun),3:00 PM,Virginia Tech,,Cassell Coliseum,"L, 72-80",72,80,8925.0
2022-23,10,Dec 10(Sat),3:15 PM,Georgia Tech,,Dean E. Smith Center,"W, 75-59",75,59,19410.0
2022-23,11,Dec 13(Tue),7:00 PM,The Citadel,,Dean E. Smith Center,"W, 100-67",100,67,16926.0
2022-23,12,Dec 17(Sat),3:00 PM,Ohio State,CBS Sports Classic,Madison Square Garden,"W, 89-84",89,84,
2022-23,13,Dec 21(Wed),7:00 PM,Michigan,Jumpman Invitational,Spectrum Center,"W, 80-76",80,76,
2022-23,14,Dec 30(Fri),12:00 PM,Pittsburgh,,Petersen Events Center,"L, 74-76",74,76,10215.0
2022-23,15,Jan 4(Wed),9:00 PM,Wake Forest,,Dean E. Smith Center,"W, 88-79",88,79,19031.0
2022-23,16,Jan 7(Sat),11:30 AM,Notre Dame,,Dean E. Smith Center,"W, 81-64",81,64,21750.0
2022-23,17,Jan 10(Tue),9:00 PM,Virginia,,John Paul Jones Arena,"L, 58-65",58,65,14629.0
2022-23,18,Jan 14(Sat),2:00 PM,Louisville,,KFC Yum! Center,"W, 80-59",80,59,14842.0
2022-23,19,Jan 17(Tue),7:00 PM,Boston College,,Dean E. Smith Center,"W, 72-64",72,64,19121.0
2022-23,20,Jan 21(Sat),5:00 PM,NC State,,Dean E. Smith Center,"W, 80-69",80,69,21750.0
2022-23,21,Jan 24(Tue),9:00 PM,Syracuse,,JMA Wireless Dome,"W, 72-68",72,68,20761.0
2022-23,22,Feb 1(Wed),7:00 PM,Pittsburgh,,Dean E. Smith Center,"L, 64-65",64,65,20421.0
2022-23,23,Feb 4(Sat),6:30 PM,Duke,,Cameron Indoor Stadium,"L, 57-63",57,63,9314.0
2022-23,24,Feb 7(Tue),7:00 PM,Wake Forest,,Lawrence Joel Veterans Memorial Coliseum,"L, 85-92",85,92,11318.0
2022-23,25,Feb 11(Sat),2:00 PM,Clemson,,Dean E. Smith Center,"W, 91-71",91,71,21750.0
2022-23,26,Feb 13(Mon),7:00 PM,Miami,,Dean E. Smith Center,"L, 72-80",72,80,19907.0
2022-23,27,Feb 19(Sun),1:00 PM,NC State,,Lenovo Center,"L, 69-77",69,77,19500.0
2022-23,28,Feb 22(Wed),9:00 PM,Notre Dame,,Purcell Pavilion,"W, 63-59",63,59,8183.0
2022-23,29,Feb 25(Sat),6:00 PM,Virginia,,Dean E. Smith Center,"W, 71-63",71,63,21750.0
2022-23,30,Feb 27(Mon),7:00 PM,Florida State,,Donald L. Tucker Civic Center,"W, 77-66",77,66,7791.0
2022-23,31,Mar 4(Sat),6:30 PM,Duke,,Dean E. Smith Center,"L, 57-62",57,62,21750.0
2022-23,32,Mar 8(Wed),7:00 PM,Boston College,ACC Tournament,Greensboro Coliseum,"W, 85-61",85,61,
2022-23,33,Mar 9(Thu),7:00 PM,Virginia,ACC Tournament,Greensboro Coliseum,"L, 59-68",59,68,
2023-24,1,Nov 6(Mon),7:00 PM,Radford,,Dean E. Smith Center,"W, 86-70",86,70,17331.0
2023-24,2,Nov 12(Sun),2:00 PM,Lehigh,,Dean E. Smith Center,"W, 90-68",90,68,18608.0
2023-24,3,Nov 17(Fri),8:00 PM,UC Riverside,,Dean E. Smith Center,"W, 77-52",77,52,18226.0
2023-24,4,Nov 22(Wed),12:00 PM,Northern Iowa,Battle 4 Atlantis,Imperial Arena,"W, 91-69",91,69,1342.0
2023-24,5,Nov 23(Thu),2:30 PM,Villanova,Battle 4 Atlantis,Imperial Arena,"L, 81-83",81,83,1500.0
