season,game_number,date,start_time,opponent,tournament,venue,promotion,result,ncstate_score,opponent_score,attendance
2001,50,May 2(Wed),7:01 PM,East Carolina,,Harrington Field,,"L, 3-9",3,9,3703
2001,51,May 5(Sat),7:00 PM,Clemson,,Doak Field,,"L, 6-7",6,7,1177
2001,52,May 5(Sat),7:00 PM,Clemson,,Doak Field,,"W, 4-3",4,3,1551
2001,53,May 6(Sun),1:00 PM,Clemson,,Doak Field,,"L, 2-10",2,10,771
2001,54,May 12(Sat),7:00 PM,Virginia Commonwealth,,Doak Field,,"W, 5-4",5,4,367
2001,55,May 15(Tue),7:00 PM,Maryland,ACC Tournament,Knights Stadium,,"W, 11-5",11,5,1225
2001,56,May 16(Wed),7:00 PM,Florida State,ACC Tournament,Knights Stadium,,"L, 5-11",5,11,1575
2001,57,May 17(Thu),7:00 PM,Duke,ACC Tournament,Knights Stadium,,"W, 5-3",5,3,5171
2001,58,May 18(Fri),7:00 PM,Virginia,ACC Tournament,Knights Stadium,,"W, 6-2",6,2,3826
2001,59,May 19(Sat),7:00 PM,Georgia Tech,ACC Tournament,Knights Stadium,,"W, 6-4",6,4,3263
2001,60,May 19(Sat),10:00 PM,Florida State,ACC Tournament,Knights Stadium,,"W, 8-4",8,4,3136
2001,61,May 20(Sun),1:00 PM,Wake Forest,ACC Championship,Knights Stadium,,"L, 4-17",4,17,2160
2002,1,Feb 3(Sun),12:30 PM,Delaware State,,Doak Field,,"W, 17-8",17,8,422
2002,2,Feb 12(Tue),3:00 PM,Gardner-Webb,,Doak Field,,"W, 23-5",23,5,367
2002,3,Feb 15(Fri),5:00 PM,The Citadel,,Riley Park,,"L, 2-3",2,3,1051
2002,4,Feb 16(Sat),10:00 AM,Richmond,,Riley Park,,"L, 3-4",3,4,570
2002,5,Feb 16(Sat),1:30 PM,James Madison,,Riley Park,,"L, 2-5",2,5,522
2002,6,Feb 17(Sun),1:30 PM,The Citadel,,Riley Park,,"W, 14-8",14,8,1631
2002,7,Feb 19(Tue),3:00 PM,Elon,,Doak Field,,"W, 14-13",14,13,463
2002,8,Feb 22(Fri),3:00 PM,Coppin State,,Doak Field,,"W, 23-2",23,2,324
2002,9,Feb 23(Sat),1:30 PM,Coppin State,,Doak Field,,"W, 11-0",11,0,277
2002,10,Feb 24(Sun),1:30 PM,Coppin State,,Doak Field,,"W, 27-5",27,5,347
2002,11,Feb 27(Wed),3:00 PM,Appalachian State,,Doak Field,,"W, 15-6",15,6,131
2002,12,Mar 1(Fri),3:00 PM,George Mason,,Doak Field,,"W, 9-0",9,0,188
2002,13,Mar 1(Fri),1:30 PM,George Mason,,Doak Field,,"W, 8-3",8,3,188
2002,14,Mar 3(Sun),1:30 PM,George Mason,,Doak Field,,"W, 16-8",16,8,55
2002,15,Mar 5(Tue),3:00 PM,William & Mary,,Doak Field,,"W, 13-5",13,5,92
2002,16,Mar 8(Fri),3:00 PM,Richmond,,Doak Field,,"W, 11-4",11,4,171
2002,17,Mar 9(Sat),1:30 PM,Richmond,,Doak Field,,"L, 7-9",7,9,195
2002,18,Mar 10(Sun),1:30 PM,Richmond,,Doak Field,,"L, 2-4",2,4,166
2002,19,Mar 15(Fri),3:00 PM,Saint Joseph's,,Doak Field,,"W, 15-4",15,4,127
2002,20,Mar 16(Sat),1:30 PM,Saint Joseph's,,Doak Field,,"W, 14-12",14,12,233
2002,21,Mar 17(Sun),12:30 PM,Saint Joseph's,,Doak Field,,"W, 15-13",15,13,100
2002,22,Mar 19(Tue),7:00 PM,Davidson,,Doak Field,,"W, 8-2",8,2,140
2002,23,Mar 22(Fri),3:00 PM,Wake Forest,,Doak Field,,"W, 5-4",5,4,232
2002,24,Mar 23(Sat),2:00 PM,Wake Forest,,Doak Field,,"L, 6-8",6,8,642
2002,25,Mar 24(Sun),1:30 PM,Wake Forest,,Doak Field,,"L, 7-13",7,13,1476
2002,26,Mar 26(Tue),6:00 PM,UNC Greensboro,,UNCG Baseball Complex,,"W, 13-5",13,5,316
2002,27,Mar 27(Wed),7:00 PM,Old Dominion,,Bud Metheny Baseball Complex,,"L, 4-5",4,5,148
2002,28,Mar 29(Fri),7:00 PM,Georgia Tech,,Doak Field,,"L, 4-6",4,6,1583
2002,29,Mar 30(Sat),12:00 PM,Georgia Tech,,Doak Field,,"L, 12-20",12,20,611
2002,30,Mar 30(Sat),4:04 PM,Georgia Tech,,Doak Field,,"L, 0-3",0,3,333
2002,31,Apr 2(Tue),7:00 PM,North Carolina A&T,,Doak Field,,"W, 8-1",8,1,266
2002,32,Apr 5(Fri),7:15 PM,Clemson,,Doug Kingsmore Stadium,,"L, 4-6",4,6,4841
2002,33,Apr 6(Sat),4:00 PM,Clemson,,Doug Kingsmore Stadium,,"W, 3-0",3,0,5226
2002,34,Apr 7(Sun),1:00 PM,Clemson,,Doug Kingsmore Stadium,,"L, 2-10",2,10,2868
2002,35,Apr 9(Tue),6:00 PM,Winthrop,,Doak Field,,"W, 13-7",13,7,141
2002,36,Apr 12(Fri),7:00 PM,Duke,,Doak Field,,"W, 9-3",9,3,742
2002,37,Apr 13(Sat),1:00 PM,Duke,,Doak Field,,"W, 7-3",7,3,883
2002,38,Apr 14(Sun),1:30 PM,Duke,,Doak Field,,"L, 2-4",2,4,1104
2002,39,Apr 16(Tue),7:00 AM,UNC Wilmington,,Doak Field,,"W, 8-2",8,2,677
2002,40,Apr 19(Fri),7:00 PM,North Carolina,,Boshamer Stadium,,"L, 2-10",2,10,1885
2002,41,Apr 20(Sat),2:00 PM,North Carolina,,Boshamer Stadium,,"L, 5-12",5,12,2125
2002,42,Apr 21(Sun),2:00 PM,North Carolina,,Boshamer Stadium,,"L, 4-12",4,12,1757
2002,43,Apr 24(Wed),7:00 PM,Old Dominion,,Doak Field,,"W, 6-4",6,4,176
2002,44,Apr 26(Fri),7:00 PM,Florida State,,Dick Howser Stadium,,"L, 3-9",3,9,2658
2002,45,Apr 27(Sat),7:00 PM,Florida State,,Dick Howser Stadium,,"L, 4-10",4,10,3295
2002,46,Apr 28(Sun),1:00 PM,Florida State,,Dick Howser Stadium,,"L, 11-12",11,12,2260
2002,47,Apr 30(Tue),7:00 PM,UNC Wilmington,,Brooks Field,,"L, 1-17",1,17,332
2002,48,May 2(Thu),7:00 PM,Maryland,,Shipley Field,,"L, 12-16",12,16,161
2002,49,May 3(Fri),7:00 PM,Maryland,,Shipley Field,,"L, 6-7",6,7,229
2002,50,May 4(Sat),1:00 PM,Maryland,,Shipley Field,,"L, 0-7",0,7,331
2002,51,May 10(Fri),4:00 PM,The Citadel,,Doak Field,,"W, 7-6",7,6,161
2002,52,May 11(Sat),7:30 PM,The Citadel,,Doak Field,,"W, 8-2",8,2,532
2002,53,May 14(Tue),6:00 PM,Charlotte,,Hayes Stadium,,"W, 16-6",16,6,317
2002,54,May 17(Fri),7:00 PM,Virginia,,Doak Field,,"W, 10-2",10,2,613
2002,55,May 18(Sat),7:00 PM,Virginia,,Doak Field,,"W, 10-8",10,8,353
2002,56,May 18(Sat),3:00 PM,Virginia,,Doak Field,,"W, 12-7",12,7,677
2002,57,May 22(Wed),5:00 PM,Wake Forest,ACC Tournament,Florida Power Park,,"L, 4-12",4,12,1261
2002,58,May 23(Thu),1:30 PM,Virginia,ACC Tournament,Florida Power Park,,"W, 6-5",6,5,802
2002,59,May 24(Fri),12:00 PM,Clemson,ACC Tournament,Florida Power Park,,"L, 3-5",3,5,1383
2003,2,Feb 8(Sat),1:00 PM,Elon,,Latham Park,,"W, 8-2",8,2,421
2003,3,Feb 9(Sun),1:00 PM,Elon,,Latham Park,,"W, 12-5",12,5,278
2003,4,Feb 14(Fri),8:00 PM,UCLA,,Jackie Robinson Stadium,,"L, 6-8",6,8,248
2003,5,Feb 15(Sat),4:00 PM,UCLA,,Jackie Robinson Stadium,,"L, 5-12",5,12,364
2003,6,Feb 16(Sun),4:00 PM,UCLA,,Jackie Robinson Stadium,,"W, 9-6",9,6,388
2003,7,Feb 19(Wed),5:00 PM,East Carolina,,Harrington Field,,"W, 5-4",5,4,2786
2003,8,Feb 21(Fri),10:00 AM,Boston College,,Riley Park,,"W, 4-3",4,3,467
2003,10,Feb 23(Sun),5:00 PM,The Citadel,,Riley Park,,"L, 2-15",2,15,1652
2003,11,Feb 25(Tue),3:00 PM,Furman,,Five County Stadium,,"L, 1-14",1,14,107
2003,12,Feb 28(Fri),3:00 PM,Hofstra,,Brooks Field,,"W, 5-2",5,2,
2003,13,Mar 1(Sat),4:00 PM,Villanova,,Brooks Field,,"W, 12-0",12,0,
2003,15,Mar 4(Tue),6:00 PM,Villanova,,Fleming Stadium,,"W, 4-2",4,2,243
2003,16,Mar 5(Wed),6:00 PM,UNC Wilmington,,Brooks Field,,"W, 8-4",8,4,512
2003,17,Mar 8(Sat),8:33 PM,Marshall,,Clayton High School Field,,"W, 18-10",18,10,122
2003,18,Mar 8(Sat),5:00 PM,Marshall,,Clayton High School Field,,"W, 9-4",9,4,211
2003,19,Mar 9(Sun),2:00 PM,Marshall,,Fleming Stadium,,"W, 9-1",9,1,310
2003,20,Mar 11(Tue),2:00 PM,The Citadel,,Fleming Stadium,,"W, 4-3",4,3,134
2003,21,Mar 12(Wed),2:00 PM,VMI,,Fleming Stadium,,"W, 9-4",9,4,177
2003,22,Mar 14(Fri),3:00 PM,Oklahoma State,,Durham Bulls Athletic Park,,"W, 4-3",4,3,232
2003,23,Mar 15(Sat),4:30 PM,UNC Wilmington,,Five County Stadium,,"W, 6-2",6,2,226
2003,24,Mar 15(Sat),1:00 PM,Old Dominion,,Five County Stadium,,"W, 3-1",3,1,187
2003,25,Mar 16(Sun),4:30 PM,Princeton,,Five County Stadium,,"W, 8-2",8,2,117
2003,26,Mar 17(Mon),3:00 PM,Princeton,,Jim Perry Stadium,,"W, 13-5",13,5,155
2003,29,Mar 22(Sat),7:30 PM,Florida State,,Grainger Stadium,,"W, 5-2",5,2,1172
2003,30,Mar 22(Sat),4:00 PM,Florida State,,Grainger Stadium,,"W, 4-2",4,2,1172
2003,31,Mar 23(Sun),12:00 PM,Florida State,,Grainger Stadium,,"L, 1-3",1,3,837
2003,32,Mar 26(Wed),7:00 PM,Winthrop,,Grainger Stadium,,"L, 5-8",5,8,107
2003,33,Mar 28(Fri),7:00 PM,Clemson,,Grainger Stadium,,"W, 3-2",3,2,1059
2003,34,Mar 29(Sat),4:53 PM,Clemson,,Grainger Stadium,,"L, 10-12",10,12,1474
2003,35,Mar 29(Sat),1:30 PM,Clemson,,Grainger Stadium,,"W, 12-2",12,2,1474
2003,36,Apr 2(Wed),7:00 PM,UNC Greensboro,,Doak Field,,"W, 3-2",3,2,978
2003,37,Apr 4(Fri),7:00 PM,Duke,,Jack Coombs Field,,"W, 9-6",9,6,683
2003,38,Apr 5(Sat),5:00 PM,Duke,,Jack Coombs Field,,"W, 16-3",16,3,619
2003,39,Apr 6(Sun),1:30 PM,Duke,,Jack Coombs Field,,"W, 11-4",11,4,469
2003,40,Apr 9(Wed),7:00 PM,North Carolina A&T,,Doak Field,,"W, 9-7",9,7,133
2003,41,Apr 12(Sat),12:00 PM,Wake Forest,,Gene Hooks Field,,"L, 9-11",9,11,2477
2003,42,Apr 12(Sat),3:00 PM,Wake Forest,,Gene Hooks Field,,"W, 11-2",11,2,2477
2003,43,Apr 13(Sun),1:30 PM,Wake Forest,,Gene Hooks Field,,"W, 13-6",13,6,2374
2003,44,Apr 16(Wed),7:00 PM,Old Dominion,,Bud Metheny Baseball Complex,,"W, 9-5",9,5,253
2003,46,Apr 19(Sat),4:00 PM,Virginia,,Disharoon Park,,"W, 3-2",3,2,196
2003,47,Apr 19(Sat),1:00 PM,Virginia,,Disharoon Park,,"W, 7-1",7,1,674
2003,48,Apr 20(Sun),1:00 PM,Virginia,,Disharoon Park,,"L, 3-8",3,8,644
2003,49,Apr 22(Tue),7:00 PM,UNC Wilmington,,Doak Field,,"W, 5-4",5,4,987
2003,50,Apr 25(Fri),7:00 PM,North Carolina,,Doak Field,,"W, 3-2",3,2,1016
2003,51,Apr 26(Sat),1:30 PM,North Carolina,,Doak Field,,"W, 8-6",8,6,1221
2003,52,Apr 27(Sun),1:30 PM,North Carolina,,Doak Field,,"L, 6-12",6,12,1262
2003,53,Apr 30(Wed),7:00 PM,East Carolina,,Doak Field,,"W, 6-5",6,5,1244
2003,54,May 2(Fri),7:00 PM,Maryland,,Doak Field,,"L, 2-5",2,5,851
2003,55,May 3(Sat),1:30 PM,Maryland,,Doak Field,,"L, 7-8",7,8,912
2003,56,May 4(Sun),1:30 PM,Maryland,,Doak Field,,"W, 7-4",7,4,769
2003,57,May 15(Thu),7:00 PM,Georgia Tech,,Mac Nease Park,,"L, 3-8",3,8,1699
2003,58,May 16(Fri),7:00 PM,Georgia Tech,,Mac Nease Park,,"L, 6-9",6,9,2193
2003,59,May 17(Sat),1:30 PM,Georgia Tech,,Mac Nease Park,,"W, 7-2",7,2,3009
2003,60,May 22(Thu),7:30 PM,Virginia,ACC Tournament,Salem Memorial Stadium,,"W, 10-6",10,6,1834
2003,61,May 23(Fri),7:30 PM,Georgia Tech,ACC Tournament,Salem Memorial Stadium,,"W, 6-0",6,0,2524
2003,62,May 24(Sat),5:00 PM,North Carolina,ACC Tournament,Salem Memorial Stadium,,"W, 7-6",7,6,3063
2003,63,May 24(Sat),8:30 PM,Florida State,ACC Tournament,Salem Memorial Stadium,,"L, 6-17",6,17,3063
2003,64,May 25(Sun),5:10 PM,Georgia Tech,ACC Tournament,Salem Memorial Stadium,,"L, 5-6",5,6,2002
2003,65,May 30(Fri),7:00 PM,Le Moyne,NCAA Regional,Fleming Stadium,,"W, 8-2",8,2,3007
2003,66,May 31(Sat),3:00 PM,Virginia Commonwealth,NCAA Regional,Fleming Stadium,,"W, 4-3",4,3,1771
2003,67,Jun 1(Sun),1:00 PM,Western Carolina,NCAA Regional,Fleming Stadium,,"W, 6-4",6,4,2529
2003,68,Jun 7(Sat),12:05 PM,Miami,NCAA Super Regional,Mark Light Field,,"L, 9-10",9,10,3750
2003,69,Jun 8(Sun),2:35 PM,Miami,NCAA Super Regional,Mark Light Field,,"L, 5-11",5,11,4964
2004,1,Feb 13(Fri),3:00 PM,Campbell,,Jim Perry Stadium,,"W, 3-2",3,2,303
2004,2,Feb 14(Sat),2:00 PM,Campbell,,Doak Field,,"W, 7-1",7,1,277
2004,3,Feb 20(Fri),3:00 PM,Elon,,Doak Field,,"W, 5-3",5,3,844
2004,4,Feb 21(Sat),2:00 PM,Elon,,Doak Field,,"W, 16-2",16,2,922
2004,5,Feb 22(Sun),2:00 PM,Elon,,Doak Field,,"W, 5-3",5,3,931
2004,6,Feb 28(Sat),12:00 PM,The Citadel,,Riley Park,,"W, 3-1",3,1,820
2004,7,Feb 29(Sun),2:00 PM,College of Charleston,,Riley Park,,"W, 7-2",7,2,417
2004,8,Feb 29(Sun),11:00 AM,College of Charleston,,Riley Park,,"W, 6-4",6,4,423
2004,9,Mar 2(Tue),3:00 PM,Le Moyne,,Doak Field,,"W, 17-2",17,2,467
2004,10,Mar 3(Wed),3:00 PM,Le Moyne,,Doak Field,,"W, 8-2",8,2,617
2004,11,Mar 5(Fri),9:00 PM,San Diego State,,Tony Gwynn Stadium,,"W, 3-1",3,1,589
2004,12,Mar 6(Sat),9:00 PM,San Diego State,,Tony Gwynn Stadium,,"L, 4-7",4,7,629
2004,13,Mar 7(Sun),4:00 PM,San Diego State,,Tony Gwynn Stadium,,"L, 6-8",6,8,642
2004,14,Mar 9(Tue),2:00 PM,George Mason,,Doak Field,,"L, 2-5",2,5,77
2004,15,Mar 10(Wed),2:00 PM,George Mason,,Doak Field,,"W, 6-3",6,3,83
2004,16,Mar 12(Fri),3:00 PM,Northeastern,,Doak Field,,"W, 7-6",7,6,232
2004,17,Mar 13(Sat),2:00 PM,Northeastern,,Doak Field,,"W, 5-4",5,4,344
2004,18,Mar 14(Sun),1:00 PM,Northeastern,,Doak Field,,"W, 10-1",10,1,528
2004,19,Mar 17(Wed),3:00 PM,The Citadel,,Tony Gwynn Stadium,,"L, 6-8",6,8,642
2004,20,Mar 19(Fri),7:00 PM,Duke,,Doak Field,,"W, 8-1",8,1,1190
2004,21,Mar 20(Sat),2:00 PM,Duke,,Doak Field,,"L, 1-3",1,3,1026
2004,22,Mar 21(Sun),2:00 PM,Duke,,Doak Field,,"L, 4-7",4,7,773
2004,23,Mar 23(Tue),7:00 PM,UNC Wilmington,,Brooks Field,,"L, 0-1",0,1,821
2004,24,Mar 26(Fri),7:00 PM,Virginia,,Doak Field,,"L, 2-9",2,9,1060
2004,25,Mar 27(Sat),2:00 PM,Virginia,,Doak Field,,"W, 12-1",12,1,1144
2004,26,Mar 28(Sun),2:00 PM,Virginia,,Doak Field,,"W, 8-7",8,7,1304
2004,27,Mar 30(Tue),7:00 PM,Old Dominion,,Doak Field,,"W, 10-1",10,1,61
2004,28,Mar 31(Wed),7:00 PM,Davidson,,Doak Field,,"W, 11-2",11,2,434
2004,29,Apr 2(Fri),7:00 PM,Florida State,,Dick Howser Stadium,,"W, 11-0",11,0,3504
2004,30,Apr 3(Sat),7:00 PM,Florida State,,Dick Howser Stadium,,"L, 6-7",6,7,3825
2004,31,Apr 4(Sun),1:00 PM,Florida State,,Dick Howser Stadium,,"L, 3-10",3,10,2664
2004,32,Apr 7(Wed),7:00 PM,Old Dominion,,Bud Metheny Baseball Complex,,"W, 8-0",8,0,204
2004,33,Apr 9(Fri),7:00 PM,Maryland,,Harry Grove Stadium,,"W, 6-3",6,3,268
2004,34,Apr 10(Sat),1:00 PM,Maryland,,Harry Grove Stadium,,"W, 3-0",3,0,225
2004,35,Apr 10(Sat),8:30 PM,Maryland,,Harry Grove Stadium,,"W, 8-3",8,3,177
2004,36,Apr 14(Wed),7:00 PM,Campbell,,Doak Field,,"L, 2-5",2,5,177
2004,37,Apr 16(Fri),7:00 PM,Wake Forest,,Doak Field,,"L, 1-4",1,4,1137
2004,38,Apr 17(Sat),1:00 PM,Wake Forest,,Doak Field,,"W, 7-2",7,2,1078
2004,39,Apr 18(Sun),2:00 PM,Wake Forest,,Doak Field,,"W, 14-6",14,6,1311
2004,40,Apr 21(Wed),7:00 PM,East Carolina,,Doak Field,,"L, 3-6",3,6,2142
2004,41,Apr 23(Fri),7:15 PM,Clemson,,Doug Kingsmore Stadium,,"L, 1-2",1,2,4464
2004,42,Apr 24(Sat),7:00 PM,Clemson,,Doug Kingsmore Stadium,,"L, 3-4",3,4,4631
2004,43,Apr 25(Sun),2:00 PM,Clemson,,Doug Kingsmore Stadium,,"L, 6-9",6,9,3993
2004,44,Apr 28(Wed),6:00 PM,UNC Greensboro,,UNCG Baseball Complex,,"W, 9-4",9,4,717
2004,45,May 2(Sun),1:30 PM,Georgia Tech,,Doak Field,,"L, 3-7",3,7,272
2004,46,May 2(Sun),10:00 AM,Georgia Tech,,Doak Field,,"L, 1-6",1,6,272
2004,47,May 11(Tue),7:00 PM,Campbell,,Jim Perry Stadium,,"W, 3-1",3,1,461
2004,48,May 12(Wed),7:00 PM,East Carolina,,Grainger Stadium,,"L, 2-7",2,7,3510
2004,49,May 15(Sat),5:30 PM,Texas,,Disch-Falk Field,,"W, 1-0",1,0,5127
2004,50,May 15(Sat),2:00 PM,Texas,,Disch-Falk Field,,"W, 2-0",2,0,5057
2004,51,May 18(Tue),7:00 PM,UNC Wilmington,,Doak Field,,"W, 5-4",5,4,841
2004,52,May 20(Thu),7:00 PM,North Carolina,,Boshamer Stadium,,"W, 7-1",7,1,1795
2004,53,May 21(Fri),7:00 PM,North Carolina,,Boshamer Stadium,,"W, 10-2",10,2,2151
2004,54,May 22(Sat),1:00 PM,North Carolina,,Boshamer Stadium,,"L, 4-5",4,5,1654
2004,55,May 26(Wed),11:00 PM,Florida State,ACC Tournament,Salem Memorial Stadium,,"L, 5-6",5,6,3573
2004,56,May 27(Thu),1:30 PM,Virginia,ACC Tournament,Salem Memorial Stadium,,"W, 6-5",6,5,2348
2004,57,May 28(Fri),10:00 AM,Clemson,ACC Tournament,Salem Memorial Stadium,,"L, 1-12",1,12,1483
2004,58,Jun 4(Fri),3:30 PM,Florida Atlantic,NCAA Regional,Mark Light Field,,"W, 6-5",6,5,3107
2004,59,Jun 5(Sat),6:45 PM,Florida Atlantic,NCAA Regional,Mark Light Field,,"L, 2-10",2,10,2986
2004,60,Jun 5(Sat),3:30 PM,Miami,NCAA Regional,Mark Light Field,,"L, 5-19",5,19,2986
2005,1,Feb 4(Fri),3:00 PM,Delaware State,,Doak Field,,"W, 18-3",18,3,344
2005,2,Feb 5(Sat),2:00 PM,Delaware State,,Doak Field,,"W, 15-1",15,1,434
2005,3,Feb 6(Sun),1:00 PM,Delaware State,,Doak Field,,"W, 3-1",3,1,456
2005,4,Feb 11(Fri),3:00 PM,Campbell,,Jim Perry Stadium,,"L, 1-9",1,9,275
2005,5,Feb 12(Sat),2:00 PM,Campbell,,Doak Field,,"W, 8-6",8,6,566
2005,6,Feb 18(Fri),3:00 PM,San Diego State,,Doak Field,,"W, 8-6",8,6,326
2005,7,Feb 19(Sat),2:00 PM,San Diego State,,Doak Field,,"W, 8-5",8,5,878
2005,8,Feb 20(Sun),1:00 PM,San Diego State,,Doak Field,,"W, 9-4",9,4,422
2005,9,Feb 22(Tue),3:00 PM,William & Mary,,Doak Field,,"W, 10-4",10,4,183
2005,10,Feb 25(Fri),4:00 PM,The Citadel,,Riley Park,,"W, 10-3",10,3,577
2005,11,Feb 26(Sat),11:00 AM,East Carolina,,Riley Park,,"L, 1-13",1,13,483
2005,12,Mar 1(Tue),4:00 PM,UNC Greensboro,,Doak Field,,"W, 11-1",11,1,161
2005,13,Mar 4(Fri),7:00 PM,Miami,,Mark Light Field,,"L, 1-6",1,6,2542
2005,14,Mar 5(Sat),7:00 PM,Miami,,Mark Light Field,,"W, 11-5",11,5,3079
2005,15,Mar 6(Sun),1:00 PM,Miami,,Mark Light Field,,"L, 7-13",7,13,2011
2005,16,Mar 8(Tue),4:00 PM,UNC Greensboro,,UNCG Baseball Complex,,"W, 11-6",11,6,258
2005,17,Mar 9(Wed),4:00 PM,UNC Wilmington,,Brooks Field,,"W, 6-0",6,0,412
2005,18,Mar 11(Fri),3:00 PM,Maryland,,Doak Field,,"L, 6-15",6,15,336
2005,19,Mar 12(Sat),2:00 PM,Maryland,,Doak Field,,"W, 11-1",11,1,363
2005,20,Mar 13(Sun),1:00 PM,Maryland,,Doak Field,,"W, 6-5",6,5,642
2005,22,Mar 18(Fri),7:00 PM,Georgia Tech,,Mac Nease Park,,"L, 5-9",5,9,1055
2005,23,Mar 19(Sat),7:00 PM,Georgia Tech,,Mac Nease Park,,"L, 0-5",0,5,1012
2005,24,Mar 20(Sun),1:30 PM,Georgia Tech,,Mac Nease Park,,"L, 10-11",10,11,1707
2005,25,Mar 25(Fri),3:00 PM,Lehigh,,Doak Field,,"W, 10-9",10,9,464
2005,26,Mar 26(Sat),12:00 PM,Lehigh,,Doak Field,,"W, 7-5",7,5,389
2005,27,Mar 26(Sat),3:30 PM,Lehigh,,Doak Field,,"W, 6-3",6,3,344
2005,28,Mar 30(Wed),6:00 PM,Elon,,Doak Field,,"W, 12-5",12,5,856
2005,29,Apr 1(Fri),7:00 PM,Virginia Tech,,Doak Field,,"W, 6-0",6,0,445
2005,30,Apr 2(Sat),7:00 PM,Virginia Tech,,Doak Field,,"W, 10-7",10,7,243
2005,31,Apr 3(Sun),1:00 PM,Virginia Tech,,Doak Field,,"L, 4-5",4,5,854
2005,32,Apr 6(Wed),7:00 PM,East Carolina,,Doak Field,,"W, 11-4",11,4,2900
2005,33,Apr 8(Fri),7:00 PM,Virginia,,Disharoon Park,,"L, 0-2",0,2,1342
2005,34,Apr 9(Sat),1:00 PM,Virginia,,Disharoon Park,,"W, 6-0",6,0,1896
2005,35,Apr 10(Sun),1:00 PM,Virginia,,Disharoon Park,,"W, 1-0",1,0,1915
2005,36,Apr 13(Wed),7:00 PM,UNC Wilmington,,Doak Field,,"W, 8-4",8,4,267
2005,37,Apr 15(Fri),3:00 PM,Wake Forest,,Gene Hooks Field,,"W, 11-9",11,9,531
2005,38,Apr 16(Sat),1:30 PM,Wake Forest,,Gene Hooks Field,,"L, 5-9",5,9,609
2005,39,Apr 17(Sun),1:00 PM,Wake Forest,,Gene Hooks Field,,"W, 8-7",8,7,1446
2005,40,Apr 20(Wed),7:00 PM,East Carolina,,Clark-LeClair Stadium,,"W, 3-0",3,0,4272
2005,41,Apr 22(Fri),7:00 PM,Clemson,,Doak Field,,"W, 8-3",8,3,1867
2005,42,Apr 23(Sat),7:00 PM,Clemson,,Doak Field,,"L, 9-16",9,16,2026
2005,43,Apr 24(Sun),1:00 PM,Clemson,,Doak Field,,"W, 9-8",9,8,1277
2005,44,Apr 29(Fri),7:00 PM,North Carolina,,Doak Field,,"W, 6-5",6,5,2517
2005,45,Apr 30(Sat),2:00 PM,North Carolina,,Doak Field,,"L, 3-6",3,6,2484
2005,46,May 1(Sun),1:00 PM,North Carolina,,Doak Field,,"W, 8-7",8,7,2566
2005,47,May 10(Tue),7:00 PM,East Carolina,,Clark-LeClair Stadium,,"W, 3-0",3,0,3708
2005,48,May 11(Wed),4:00 PM,The Citadel,,Doak Field,,"W, 8-5",8,5,454
2005,49,May 13(Fri),7:00 PM,Duke,,Jack Coombs Field,,"W, 22-0",22,0,477
2005,50,May 14(Sat),2:00 PM,Duke,,Jack Coombs Field,,"L, 10-14",10,14,543
2005,51,May 15(Sun),1:30 PM,Duke,,Jack Coombs Field,,"W, 11-4",11,4,679
2005,52,May 17(Tue),7:00 PM,Campbell,,Doak Field,,"W, 11-3",11,3,531
2005,53,May 19(Thu),7:00 PM,Florida State,,Doak Field,,"L, 2-8",2,8,1452
2005,54,May 20(Fri),7:00 PM,Florida State,,Doak Field,,"W, 7-4",7,4,1572
2005,55,May 21(Sat),2:00 PM,Florida State,,Doak Field,,"W, 8-3",8,3,1788
2005,56,May 25(Wed),10:00 AM,Miami,ACC Tournament,Baseball Grounds,,"W, 2-1",2,1,17860
2005,57,May 26(Thu),4:00 PM,Virginia,ACC Tournament,Baseball Grounds,,"L, 2-12",2,12,16498
2005,58,May 27(Fri),4:00 PM,Clemson,ACC Tournament,Baseball Grounds,,"L, 4-5",4,5,11123
2005,59,Jun 3(Fri),8:05 PM,Creighton,NCAA Regional,Hawks Field,,"L, 3-8",3,8,4362
2005,60,Jun 4(Sat),2:05 PM,Illinois-Chicago,NCAA Regional,Hawks Field,,"W, 9-7",9,7,2204
2005,61,Jun 5(Sun),2:05 PM,Creighton,NCAA Regional,Hawks Field,,"L, 9-11",9,11,2512
2006,1,Feb 3(Fri),3:00 PM,Delaware State,,Doak Field,,"W, 21-3",21,3,1927
2006,2,Feb 4(Sat),2:00 PM,Delaware State,,Doak Field,,"W, 12-2",12,2,834
2006,3,Feb 5(Sun),1:00 PM,Delaware State,,Doak Field,,"W, 17-0",17,0,176
2006,4,Feb 10(Fri),3:00 PM,Hofstra,,Doak Field,,"W, 19-6",19,6,268
2006,5,Feb 11(Sat),2:00 PM,Hofstra,,Doak Field,,"W, 13-2",13,2,36
2006,6,Feb 12(Sun),1:00 PM,Hofstra,,Doak Field,,"W, 23-3",23,3,236
2006,7,Feb 17(Fri),12:00 PM,Nebraska,,Riley Park,,"L, 3-4",3,4,315
2006,8,Feb 18(Sat),11:00 AM,Richmond,,Riley Park,,"W, 12-5",12,5,560
2006,9,Feb 19(Sun),2:00 PM,The Citadel,,Riley Park,,"W, 6-2",6,2,1204
2006,10,Feb 21(Tue),3:00 PM,North Carolina A&T,,Doak Field,,"W, 9-3",9,3,509
